config,bit_size,type,VIT_FIRST,VIT_MIDDLE,VIT_LAST,QFORMER_FIRST,QFORMER_MIDDLE,QFORMER_LAST,LLM_FIRST,LLM_MIDDLE,LLM_LAST,METEOR,CIDEr,quantized_size,compression_ratio
397,8,ATTENTION,0,1,1,0,0,0,1,1,1,0.2788152576604217,1.2843142514856616,94737489920,0.7906006950122426
1061,5,BOTH,1,1,1,0,1,0,1,1,1,0.0165888075737116,0.0008464234761189,25024320128,0.20883226800828514
1209,4,ATTENTION,0,0,0,1,1,1,1,1,1,0.2797308291964011,1.285463449470939,95538208768,0.7972828319178411
186,16,BOTH,0,0,0,1,1,1,1,1,1,0.2785271331383665,1.2852207375047249,79098773504,0.6600929089390672
376,8,ATTENTION,1,0,0,1,1,1,0,0,0,0.2784052867414102,1.276873452003259,116673081344,0.9736569891990897
1170,4,MLP,1,1,1,0,1,1,1,1,1,0.0,0.0,53940595200,0.45014357136235633
1285,4,ATTENTION,0,0,0,0,0,0,0,0,1,0.2785208443350772,1.2852764152502318,111752568832,0.932594463528538
123,16,ATTENTION,1,1,1,0,0,0,0,0,0,0.2785192837629469,1.2852131063914425,114878013440,0.9586768379021219
781,6,BOTH,0,0,0,1,0,0,0,0,0,0.2787860222508356,1.2834872986452988,119583911936,0.9979483725895659
1142,4,MLP,0,1,1,0,0,0,0,0,0,0.0,0.0,107228765184,0.8948425417578866
1204,4,MLP,0,0,0,0,0,0,0,1,1,0.1769429148597131,0.6326256789953965,87525732352,0.7304173341237995
370,8,MLP,0,0,0,1,1,1,1,1,1,0.2782263035104425,1.27793685233323,79554609152,0.6638969360504513
667,6,ATTENTION,1,1,0,1,1,1,0,0,0,0.2683083679569595,1.2215813466038776,113727830016,0.9490783588293299
595,6,MLP,0,0,0,1,0,0,0,0,0,0.2785208443350772,1.2852764152502318,119829757952,1.0
1241,4,ATTENTION,1,1,1,0,0,0,0,0,0,0.0720643969292513,0.0341137124413011,111164205056,0.9276844663287133
